livestream_id,ai_livestream,avg_view_duration,like_view_ratio,comment_frequency,avg_viewer_age
old_livestream_one_data,0,70.6982698269827,5.8999999999999995,0.0,42.03800380038004
ai_livestream_three_data,1,173.995,7.1000000000000005,0.051,49.795199999999994
ai_livestream_one_data,1,170.38049999999998,6.7,0.15,51.1814
ai_livestream_two_data,1,140.8303,6.8,0.0,50.629000000000005
